,subject,glm_task_localizer,glm_task_response,localizer_contrast,glm_response_contrast,hemisphere,mask,model,enc_feature_name,glm_weight,encoding_response,ISC,proportion_voxels,threshold,averaged_localizer_runs,averaged_response_runs
74,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,1.747921934868586,0.12352952270285016,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
75,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,1.747921934868586,0.12934779907470195,0.07361085697155628,0.6966666666666667,4.858594898194185,"12,23,13","3,1,2"
76,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,1.0938137379845478,0.010920359153977035,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
77,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,1.0938137379845478,0.0443454598752401,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
78,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,1.0938137379845478,0.13277537486064503,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
79,sub-06,SIpointlights,SIpointlights,interact-no_interact,interact,R,aSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,1.0938137379845478,0.11110226868695246,0.06883366068682555,0.8853333333333334,4.964379953151082,"12,23,13","3,1,2"
80,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,word2vec,0.7163397411513293,0.03714307807690582,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
81,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIPtext,0.7163397411513293,0.028540311597464906,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
82,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SLIP,0.7163397411513293,0.1280243504828659,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
83,sub-06,SIpointlights,SIpointlights,interact-no_interact,no_interact,L,pSTS,SimCLR_SLIP_SLIPtext_word2vec,SimCLR,0.7163397411513293,0.13510863739382295,0.07595742042581244,0.3033333333333333,4.858594898194185,"12,23,13","3,1,2"
